UCBPP-PA14,entropy
fig|287.6770.peg.1,1.5675645413201154
fig|287.6770.peg.2,0.7454543824404551
fig|287.6770.peg.3,0.9188450506287356
fig|287.6770.peg.4,1.6670957262908683
fig|287.6770.peg.6,1.2825528065346399
fig|287.6770.peg.7,3.1584041384566346
fig|287.6770.peg.9,4.676978098301256
fig|287.6770.peg.10,2.3768051047075796
fig|287.6770.peg.11,1.2696832110424436
fig|287.6770.peg.12,1.239578124112655
fig|287.6770.peg.13,2.968551100073168
fig|287.6770.peg.14,2.5980306585460466
fig|287.6770.peg.15,7.801974839776046
fig|287.6770.peg.16,3.24280936582156
fig|287.6770.peg.17,0.6695546545417042
fig|287.6770.peg.18,6.077821892868951
fig|287.6770.peg.19,5.889964845292726
fig|287.6770.peg.20,0.7268150827954916
fig|287.6770.peg.21,1.1400469391419021
fig|287.6770.peg.22,7.5085561525771976
fig|287.6770.peg.23,1.2968385523664427
fig|287.6770.peg.24,4.609650417627222
fig|287.6770.peg.25,0.4275176021782134
fig|287.6770.peg.26,4.628210046401203
fig|287.6770.peg.27,2.755821513142552
fig|287.6770.peg.28,14.051501406933488
fig|287.6770.peg.29,9.978461675866683
fig|287.6770.peg.30,9.473747687900543
fig|287.6770.peg.31,8.029017220022693
fig|287.6770.peg.32,5.10594846675153
fig|287.6770.peg.33,4.639479459843747
fig|287.6770.peg.35,1.9950821434983286
fig|287.6770.peg.36,0.1425058673927378
fig|287.6770.peg.37,4.690426804087566
fig|287.6770.peg.38,1.9184263670591233
fig|287.6770.peg.39,5.798121547146149
fig|287.6770.peg.40,0.2850117347854756
fig|287.6770.peg.41,1.2108246007670376
fig|287.6770.peg.48,41.231670636508596
fig|287.6770.peg.50,2.071873273324504
fig|287.6770.peg.51,0.2850117347854756
fig|287.6770.peg.52,0.8550352043564267
fig|287.6770.peg.53,6.509399032439333
fig|287.6770.peg.54,9.489258947820085
fig|287.6770.peg.59,1.2367581655656772
fig|287.6770.peg.62,1.6456601334242271
fig|287.6770.peg.63,0.5700234695709512
fig|287.6770.peg.64,7.2827258275403
fig|287.6770.peg.65,0.1425058673927378
fig|287.6770.peg.66,1.4068979876312526
fig|287.6770.peg.67,0.5700234695709512
fig|287.6770.peg.68,0.8109850539048304
fig|287.6770.peg.69,2.217723847676402
fig|287.6770.peg.70,4.145651437943265
fig|287.6770.peg.71,1.011826817580967
fig|287.6770.peg.72,1.8024517466487675
fig|287.6770.peg.73,2.517021328293681
fig|287.6770.peg.74,0.4264421341486019
fig|287.6770.peg.76,2.973992214532098
fig|287.6770.peg.77,3.074349043601119
fig|287.6770.peg.78,3.4967527699590457
fig|287.6770.peg.80,61.526429220143996
fig|287.6770.peg.81,1.237455177229698
fig|287.6770.peg.82,1.7748794963571273
fig|287.6770.peg.83,5.354131055136468
fig|287.6770.peg.84,3.692761570067825
fig|287.6770.peg.85,1.2825528065346399
fig|287.6770.peg.86,1.522769141723118
fig|287.6770.peg.89,6.517090355197627
fig|287.6770.peg.90,0.2850117347854756
fig|287.6770.peg.91,0.6338333158432599
fig|287.6770.peg.92,0.1425058673927378
fig|287.6770.peg.93,1.8067816351366282
fig|287.6770.peg.94,1.3830832328773581
fig|287.6770.peg.95,2.1375880108910663
fig|287.6770.peg.96,1.4250586739273776
fig|287.6770.peg.97,5.343474641998869
fig|287.6770.peg.98,4.807370418742251
fig|287.6770.peg.102,1.0484576572039768
fig|287.6770.peg.103,7.411057861450551
fig|287.6770.peg.104,2.7356088334794153
fig|287.6770.peg.105,5.878794098595848
fig|287.6770.peg.106,74.22440624910627
fig|287.6770.peg.109,53.66833570810561
fig|287.6770.peg.111,3.569816702562724
fig|287.6770.peg.112,2.652030470150532
fig|287.6770.peg.113,0.1425058673927378
fig|287.6770.peg.114,1.2356826975360657
fig|287.6770.peg.115,0.2850117347854756
fig|287.6770.peg.116,0.5700234695709512
fig|287.6770.peg.117,1.7904375800186
fig|287.6770.peg.118,0.8874519983058178
fig|287.6770.peg.119,5.941104218656144
fig|287.6770.peg.120,3.679395262229649
fig|287.6770.peg.121,2.8926805494003363
fig|287.6770.peg.122,0.5270487871489664
fig|287.6770.peg.123,0.7125293369636889
fig|287.6770.peg.125,1.5360556461829555
fig|287.6770.peg.126,0.8550352043564267
fig|287.6770.peg.127,1.7688463332356827
fig|287.6770.peg.128,2.7654009225593525
fig|287.6770.peg.129,1.1729719846186686
fig|287.6770.peg.130,10.697208751336435
fig|287.6770.peg.131,5.606060122233758
fig|287.6770.peg.132,6.851111982346063
fig|287.6770.peg.133,1.3413287310574693
fig|287.6770.peg.134,0.9732309141271417
fig|287.6770.peg.135,2.9059178018630702
fig|287.6770.peg.136,2.092271983270942
fig|287.6770.peg.137,0.1425058673927378
fig|287.6770.peg.138,0.8879602498331929
fig|287.6770.peg.139,1.9710100283240024
fig|287.6770.peg.140,0.5700234695709512
fig|287.6770.peg.141,1.522769141723118
fig|287.6770.peg.142,1.2968385523664427
fig|287.6770.peg.143,5.000966202379828
fig|287.6770.peg.146,8.011410410331909
fig|287.6770.peg.147,3.122956498812056
fig|287.6770.peg.148,4.085800045390823
fig|287.6770.peg.149,0.0
fig|287.6770.peg.150,2.7426626241476404
fig|287.6770.peg.151,12.315015330100717
fig|287.6770.peg.152,5.063276898698035
fig|287.6770.peg.153,16.416653696618997
fig|287.6770.peg.155,8.271786698695623
fig|287.6770.peg.156,5.571821794522284
fig|287.6770.peg.158,5.8559550819847175
fig|287.6770.peg.159,3.6388024608874874
fig|287.6770.peg.160,1.6312316234070672
fig|287.6770.peg.161,3.7123946756939765
fig|287.6770.peg.162,6.907839108896053
fig|287.6770.peg.163,8.30815290091593
fig|287.6770.peg.164,11.919589449377623
fig|287.6770.peg.165,5.941196280043394
fig|287.6770.peg.166,2.5199066542560233
fig|287.6770.peg.168,19.361871738638417
fig|287.6770.peg.169,20.201118459327223
fig|287.6770.peg.170,3.783105380129938
fig|287.6770.peg.171,2.153389252991911
fig|287.6770.peg.172,2.963934278657312
fig|287.6770.peg.173,1.4909087648809103
fig|287.6770.peg.175,3.1222594871480354
fig|287.6770.peg.176,1.0942522981729395
