UCBPP-PA14,entropy
fig|287.6656.peg.1,1.5675645413201154
fig|287.6656.peg.2,0.7454543824404551
fig|287.6656.peg.3,0.9188450506287356
fig|287.6656.peg.4,1.6670957262908683
fig|287.6656.peg.6,1.2825528065346399
fig|287.6656.peg.7,3.1584041384566346
fig|287.6656.peg.9,4.676978098301256
fig|287.6656.peg.10,2.3768051047075796
fig|287.6656.peg.11,1.2696832110424436
fig|287.6656.peg.12,1.239578124112655
fig|287.6656.peg.13,2.968551100073168
fig|287.6656.peg.14,2.5980306585460466
fig|287.6656.peg.15,7.801974839776046
fig|287.6656.peg.16,3.24280936582156
fig|287.6656.peg.17,0.6695546545417042
fig|287.6656.peg.18,6.077821892868951
fig|287.6656.peg.19,5.889964845292726
fig|287.6656.peg.20,0.7268150827954916
fig|287.6656.peg.21,1.1400469391419021
fig|287.6656.peg.22,7.5085561525771976
fig|287.6656.peg.23,1.2968385523664427
fig|287.6656.peg.24,4.609650417627222
fig|287.6656.peg.25,0.4275176021782134
fig|287.6656.peg.26,4.628210046401203
fig|287.6656.peg.27,2.755821513142552
fig|287.6656.peg.28,14.051501406933488
fig|287.6656.peg.29,9.978461675866683
fig|287.6656.peg.30,9.473747687900543
fig|287.6656.peg.31,8.029017220022693
fig|287.6656.peg.32,5.10594846675153
fig|287.6656.peg.33,4.639479459843747
fig|287.6656.peg.35,1.9950821434983286
fig|287.6656.peg.36,0.1425058673927378
fig|287.6656.peg.37,4.690426804087566
fig|287.6656.peg.38,1.9184263670591233
fig|287.6656.peg.39,5.798121547146149
fig|287.6656.peg.40,0.2850117347854756
fig|287.6656.peg.41,1.125160764293782
fig|287.6656.peg.48,41.231670636508596
fig|287.6656.peg.50,2.071873273324504
fig|287.6656.peg.51,0.2850117347854756
fig|287.6656.peg.52,0.8550352043564267
fig|287.6656.peg.53,6.509399032439333
fig|287.6656.peg.54,9.489258947820085
fig|287.6656.peg.59,1.2367581655656772
fig|287.6656.peg.62,1.6456601334242271
fig|287.6656.peg.63,0.5700234695709512
fig|287.6656.peg.64,7.2827258275403
fig|287.6656.peg.65,0.1425058673927378
fig|287.6656.peg.66,1.4068979876312526
fig|287.6656.peg.67,0.5700234695709512
fig|287.6656.peg.68,0.9534909212975682
fig|287.6656.peg.69,2.217723847676402
fig|287.6656.peg.70,4.145651437943265
fig|287.6656.peg.71,1.011826817580967
fig|287.6656.peg.72,1.8024517466487675
fig|287.6656.peg.73,2.517021328293681
fig|287.6656.peg.74,0.4264421341486019
fig|287.6656.peg.76,2.973992214532098
fig|287.6656.peg.77,3.074349043601119
fig|287.6656.peg.78,3.4967527699590457
fig|287.6656.peg.80,61.526429220143996
fig|287.6656.peg.81,1.237455177229698
fig|287.6656.peg.82,1.7748794963571273
fig|287.6656.peg.83,5.354131055136468
fig|287.6656.peg.84,3.692761570067825
fig|287.6656.peg.85,1.2825528065346399
fig|287.6656.peg.86,1.522769141723118
fig|287.6656.peg.89,6.517090355197627
fig|287.6656.peg.90,0.2850117347854756
fig|287.6656.peg.91,0.6338333158432599
fig|287.6656.peg.92,0.1425058673927378
fig|287.6656.peg.93,1.8067816351366282
fig|287.6656.peg.94,1.3830832328773581
fig|287.6656.peg.95,2.1375880108910663
fig|287.6656.peg.96,1.4250586739273776
fig|287.6656.peg.97,5.343474641998869
fig|287.6656.peg.98,4.807370418742251
fig|287.6656.peg.102,1.0484576572039768
fig|287.6656.peg.103,7.411057861450551
fig|287.6656.peg.104,2.7356088334794153
fig|287.6656.peg.105,5.878794098595848
fig|287.6656.peg.106,74.22440624910627
fig|287.6656.peg.109,53.66833570810561
fig|287.6656.peg.111,3.569816702562724
fig|287.6656.peg.112,2.652030470150532
fig|287.6656.peg.113,0.1425058673927378
fig|287.6656.peg.114,1.2356826975360657
fig|287.6656.peg.115,0.2850117347854756
fig|287.6656.peg.116,0.5700234695709512
fig|287.6656.peg.117,1.7904375800186
fig|287.6656.peg.118,0.8874519983058178
fig|287.6656.peg.119,5.941104218656144
fig|287.6656.peg.120,3.679395262229649
fig|287.6656.peg.121,2.8926805494003363
fig|287.6656.peg.122,0.5270487871489664
fig|287.6656.peg.123,0.7125293369636889
fig|287.6656.peg.125,1.5360556461829555
fig|287.6656.peg.126,0.8550352043564267
fig|287.6656.peg.127,1.7688463332356827
fig|287.6656.peg.128,2.7654009225593525
fig|287.6656.peg.129,1.1729719846186686
fig|287.6656.peg.130,10.697208751336435
fig|287.6656.peg.131,5.606060122233758
fig|287.6656.peg.132,6.851111982346063
fig|287.6656.peg.133,1.3413287310574693
fig|287.6656.peg.134,0.9732309141271417
fig|287.6656.peg.135,2.9059178018630702
fig|287.6656.peg.136,2.092271983270942
fig|287.6656.peg.137,0.1425058673927378
fig|287.6656.peg.138,0.8879602498331929
fig|287.6656.peg.139,1.9710100283240024
fig|287.6656.peg.140,0.5700234695709512
fig|287.6656.peg.141,1.522769141723118
fig|287.6656.peg.142,1.2968385523664427
fig|287.6656.peg.143,5.000966202379828
fig|287.6656.peg.146,8.011410410331909
fig|287.6656.peg.147,3.122956498812056
fig|287.6656.peg.148,4.085800045390823
fig|287.6656.peg.149,0.0
fig|287.6656.peg.150,2.7426626241476404
fig|287.6656.peg.151,12.315015330100717
fig|287.6656.peg.152,5.063276898698035
fig|287.6656.peg.153,16.416653696618997
fig|287.6656.peg.155,8.271786698695623
fig|287.6656.peg.156,5.571821794522284
fig|287.6656.peg.158,5.8559550819847175
fig|287.6656.peg.159,3.6388024608874874
fig|287.6656.peg.160,1.6312316234070672
fig|287.6656.peg.161,3.7123946756939765
fig|287.6656.peg.162,6.907839108896053
fig|287.6656.peg.163,8.30815290091593
fig|287.6656.peg.164,11.919589449377623
fig|287.6656.peg.165,5.941196280043394
fig|287.6656.peg.166,2.5199066542560233
fig|287.6656.peg.168,19.361871738638417
fig|287.6656.peg.169,20.201118459327223
fig|287.6656.peg.170,3.783105380129938
fig|287.6656.peg.171,2.153389252991911
fig|287.6656.peg.172,2.963934278657312
fig|287.6656.peg.173,1.4909087648809103
fig|287.6656.peg.175,3.1222594871480354
fig|287.6656.peg.176,1.0942522981729395
fig|287.6656.peg.177,17.023086732253525
fig|287.6656.peg.178,6.3621503066220715
fig|287.6656.peg.179,4.655338928759699
fig|287.6656.peg.180,2.4698105369851113
fig|287.6656.peg.181,3.7181750596490954
fig|287.6656.peg.182,1.9991286199545668
fig|287.6656.peg.183,1.6683286658394338
fig|287.6656.peg.184,0.4275176021782134
fig|287.6656.peg.186,3.254715717595555
fig|287.6656.peg.187,2.1896091426134956
fig|287.6656.peg.188,3.8104747041555402
fig|287.6656.peg.189,3.808919846068521
fig|287.6656.peg.190,0.4275176021782134
fig|287.6656.peg.191,14.59429582023966
fig|287.6656.peg.192,0.4275176021782134
fig|287.6656.peg.193,9.31768169406944
fig|287.6656.peg.194,3.0732013425213056
fig|287.6656.peg.195,2.355403903905425
fig|287.6656.peg.196,4.72047228547706
fig|287.6656.peg.197,2.9675446392687976
fig|287.6656.peg.198,4.910932137380042
fig|287.6656.peg.199,1.47597525938219
fig|287.6656.peg.200,11.973577534092515
fig|287.6656.peg.201,4.262306426289939
fig|287.6656.peg.202,2.091817035247404
fig|287.6656.peg.204,16.366326376322245
fig|287.6656.peg.205,2.268133243277778
fig|287.6656.peg.206,2.6660529483796394
fig|287.6656.peg.208,1.1076005070139743
fig|287.6656.peg.209,0.7176512814495385
fig|287.6656.peg.210,0.7114538689340775
fig|287.6656.peg.211,2.6998638294556714
fig|287.6656.peg.212,0.8693209501882293
fig|287.6656.peg.213,0.1425058673927378
fig|287.6656.peg.214,0.5843092154027538
fig|287.6656.peg.215,1.4100010428070255
fig|287.6656.peg.216,4.298566456770001
fig|287.6656.peg.217,4.068927734084714
fig|287.6656.peg.218,0.4275176021782134
fig|287.6656.peg.219,2.2342992373148416
fig|287.6656.peg.220,4.942933624474127
fig|287.6656.peg.221,6.919702294804492
fig|287.6656.peg.222,6.285359632435556
fig|287.6656.peg.223,3.1652160705728787
fig|287.6656.peg.225,3.559420280729612
fig|287.6656.peg.226,0.4275176021782134
fig|287.6656.peg.228,2.5403656634568526
fig|287.6656.peg.229,0.9517464307802017
fig|287.6656.peg.230,2.4687350689555
fig|287.6656.peg.231,2.676126250650158
fig|287.6656.peg.233,1.414500785454784
fig|287.6656.peg.235,1.554694945827919
fig|287.6656.peg.236,1.1967897468393547
fig|287.6656.peg.237,2.5331121317300456
fig|287.6656.peg.238,0.9517464307802017
fig|287.6656.peg.241,1.6300742778740982
fig|287.6656.peg.242,2.807142665432771
fig|287.6656.peg.243,1.8811477677691963
fig|287.6656.peg.248,2.622806069562498
fig|287.6656.peg.249,12.571677458103549
fig|287.6656.peg.250,6.235432581069055
fig|287.6656.peg.251,15.580303572159224
fig|287.6656.peg.252,2.992623215247494
fig|287.6656.peg.253,6.821263514936751
fig|287.6656.peg.254,3.791814141689741
fig|287.6656.peg.255,12.319340056703725
fig|287.6656.peg.256,5.781451790624998
fig|287.6656.peg.257,5.584965285536796
fig|287.6656.peg.259,1.0563169962719938
fig|287.6656.peg.260,22.757558956208836
fig|287.6656.peg.262,7.410801807188357
fig|287.6656.peg.263,12.621475356089865
fig|287.6656.peg.264,1.8525762761055908
fig|287.6656.peg.294,5.066907154843151
fig|287.6656.peg.295,1.239578124112655
fig|287.6656.peg.296,0.6667346959947262
fig|287.6656.peg.297,1.1072335817268062
fig|287.6656.peg.299,19.942180318633696
fig|287.6656.peg.300,6.822013375673446
fig|287.6656.peg.301,1.8530548894544294
fig|287.6656.peg.302,5.58928122932707
fig|287.6656.peg.303,2.707611480462018
fig|287.6656.peg.307,2.1088990743008846
fig|287.6656.peg.308,2.4864095919488514
fig|287.6656.peg.309,2.627044440698128
fig|287.6656.peg.311,3.5509770508231364
fig|287.6656.peg.312,1.2578936979833328
fig|287.6656.peg.313,0.7125293369636889
fig|287.6656.peg.314,0.2850117347854756
fig|287.6656.peg.315,1.9950821434983286
fig|287.6656.peg.316,0.1425058673927378
fig|287.6656.peg.318,0.9660321766120044
fig|287.6656.peg.319,2.6618168394930555
fig|287.6656.peg.320,1.2825528065346399
fig|287.6656.peg.321,6.601681685171419
fig|287.6656.peg.322,1.6241210438688836
fig|287.6656.peg.323,7.975870129910044
fig|287.6656.peg.324,3.4286944857883914
fig|287.6656.peg.325,0.7125293369636889
fig|287.6656.peg.326,4.227124947104574
fig|287.6656.peg.327,4.6583151333309925
fig|287.6656.peg.328,0.4275176021782134
fig|287.6656.peg.329,1.6670957262908683
fig|287.6656.peg.330,0.2850117347854756
fig|287.6656.peg.331,0.0
fig|287.6656.peg.332,0.2850117347854756
fig|287.6656.peg.334,0.2850117347854756
fig|287.6656.peg.335,1.0942522981729395
fig|287.6656.peg.336,0.5689480015413397
fig|287.6656.peg.337,13.541550258365094
fig|287.6656.peg.338,4.759712070055559
fig|287.6656.peg.339,1.8658314688938828
fig|287.6656.peg.340,10.710617711839596
fig|287.6656.peg.343,3.737130576081277
fig|287.6656.peg.344,3.378165376375688
fig|287.6656.peg.346,1.2968385523664427
fig|287.6656.peg.347,0.4264421341486019
fig|287.6656.peg.348,2.8461793397351256
fig|287.6656.peg.349,0.0
fig|287.6656.peg.350,0.5270487871489664
fig|287.6656.peg.351,1.6327668726067306
fig|287.6656.peg.352,1.6642757677438904
fig|287.6656.peg.353,2.853277988711729
fig|287.6656.peg.354,0.5270487871489664
fig|287.6656.peg.355,2.612316404377849
fig|287.6656.peg.357,31.966840942724705
fig|287.6656.peg.358,19.584067837379415
fig|287.6656.peg.359,24.54901320118805
fig|287.6656.peg.360,27.76817029583749
fig|287.6656.peg.361,9.312352850292218
fig|287.6656.peg.362,8.174804815228958
fig|287.6656.peg.363,1.0613509180214733
fig|287.6656.peg.364,0.4275176021782134
fig|287.6656.peg.366,3.703238055434893
fig|287.6656.peg.367,8.894982355614168
fig|287.6656.peg.368,1.5476620032812614
fig|287.6656.peg.369,11.679627364477058
fig|287.6656.peg.370,1.478818883254468
fig|287.6656.peg.371,3.9890888189670486
fig|287.6656.peg.373,5.84762759400367
fig|287.6656.peg.374,3.8756041629924294
fig|287.6656.peg.375,3.1064401460500504
fig|287.6656.peg.377,0.7125293369636889
fig|287.6656.peg.379,4.2897588936055016
fig|287.6656.peg.380,6.157847441855386
fig|287.6656.peg.381,5.287716776836958
fig|287.6656.peg.382,4.818374393237622
